Idade,Genero,Nivel Ensino,Area Formacao,Setor,Nivel,Faixa Salarial,Anos experiencia,Faixa Salarial – numero,Data ultimo aumento
24,Masculino,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,13/12/23
24,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,01/12/21
40,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Gestor,de R$ 12.001/mês a R$ 16.000/mês,Menos de 1 ano,16000,11/09/22
40,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,27/09/22
37,Masculino,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,25/11/22
27,Masculino,Mestrado,Outras Engenharias,Área da Saúde,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,05/04/21
22,Masculino,Estudante de Graduação,Outras Engenharias,Seguros ou Previdência,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,09/06/23
25,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Seguros ou Previdência,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,06/04/22
34,Masculino,Graduação/Bacharelado,Outras,Setor Público,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,30/11/23
27,Masculino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,consultoria,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,04/04/23
22,Masculino,Estudante de Graduação,Outras Engenharias,Área da Saúde,Júnior,Menos de R$ 1.000/mês,de 1 a 2 anos,1000,19/04/22
24,Masculino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,21/11/22
41,Masculino,Mestrado,Química / Física,Finanças ou Bancos,Sênior,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 5 anos,30000,01/01/23
28,Masculino,Pós-graduação,Outras Engenharias,Entretenimento ou Esportes,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,21/03/22
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 2 a 3 anos,3000,10/03/23
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Automotivo,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,10/10/21
41,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,23/06/22
27,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Energia,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,25/06/22
32,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 4 a 5 anos,3000,04/09/22
49,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,13/05/23
38,Masculino,Graduação/Bacharelado,Outras Engenharias,Indústria,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,27/02/22
45,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,16/06/22
30,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,04/06/23
30,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,19/07/21
25,Masculino,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Varejo,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,27/04/23
38,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Mais de 10 anos,6000,18/09/22
26,Masculino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Pleno,de R$ 16.001/mês a R$ 20.000/mês,de 2 a 3 anos,20000,20/08/23
26,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,05/09/21
28,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,10/05/21
28,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,20/03/22
26,Masculino,Estudante de Graduação,Outras Engenharias,Educação,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,21/04/21
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,01/03/21
30,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Área da Saúde,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,45000,17/06/22
39,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,24/07/23
25,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Educação,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,11/01/23
25,Masculino,Mestrado,Economia/ Administração / Contabilidade / Finanças,Consultoria,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 2 a 3 anos,20000,01/07/23
32,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Imobiliário,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,27/11/22
23,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,30/08/21
34,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Indústria,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,02/05/23
54,Feminino,Mestrado,Estatística/ Matemática / Matemática Computacional,Seguros ou Previdência,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,11/03/23
32,Masculino,Pós-graduação,Outras Engenharias,Educação,Júnior,de R$ 2.001/mês a R$ 3000/mês,Mais de 10 anos,3000,24/06/23
29,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,22/08/22
23,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,05/07/22
27,Masculino,Pós-graduação,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,04/10/21
28,Masculino,Mestrado,Estatística/ Matemática / Matemática Computacional,Finanças ou Bancos,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,02/07/21
32,Masculino,Pós-graduação,Ciências Sociais,Área da Saúde,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,08/07/23
25,Masculino,Graduação/Bacharelado,Química / Física,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,30/04/23
31,Masculino,Estudante de Graduação,Outras Engenharias,Marketing,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,11/08/23
26,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,20/02/22
34,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,01/07/23
25,Masculino,Mestrado,Outras Engenharias,Área da Saúde,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,19/08/21
37,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Público,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 4 a 5 anos,30000,18/04/22
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,29/04/21
21,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,21/07/22
24,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Consultoria,Sênior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,27/10/21
29,Masculino,Mestrado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,01/03/21
27,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,05/01/23
30,Masculino,Graduação/Bacharelado,Outras Engenharias,Área da Saúde,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,23/10/23
33,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,01/08/21
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,29/01/23
42,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,27/11/21
41,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Telecomunicação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,28/12/21
38,Masculino,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Marketing,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,12/06/22
24,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,17/04/22
23,Masculino,Graduação/Bacharelado,Outras Engenharias,Setor Automotivo,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,14/08/21
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Alimentício,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,22/12/23
35,Feminino,Mestrado,Marketing / Publicidade / Comunicação / Jornalismo,Setor Automotivo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,26/08/21
30,Feminino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,17/05/22
28,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Telecomunicação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 4 a 5 anos,8000,31/10/22
38,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,Mais de 10 anos,12000,28/02/23
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Mais de 10 anos,8000,13/11/23
40,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Indústria,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,24/02/22
28,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,13/11/21
26,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,10/03/21
28,Feminino,Graduação/Bacharelado,Outras,Finanças ou Bancos,Júnior,de R$ 1.001/mês a R$ 2.000/mês,de 1 a 2 anos,2000,01/11/23
24,Masculino,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,27/09/22
35,Masculino,Pós-graduação,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Área da Saúde,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,4000,26/06/23
38,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Outro,Pleno,de R$ 2.001/mês a R$ 3000/mês,de 6 a 10 anos,3000,12/02/23
25,Feminino,Graduação/Bacharelado,Outras Engenharias,Internet/Ecommerce,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 2 a 3 anos,16000,07/03/21
54,Masculino,Mestrado,Outras,Setor Público,Sênior,de R$ 16.001/mês a R$ 20.000/mês,de 6 a 10 anos,20000,26/03/23
34,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,17/09/22
27,Masculino,Graduação/Bacharelado,Outras Engenharias,Varejo,Júnior,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,09/07/23
32,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Área da Saúde,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,14/08/23
33,Masculino,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,06/10/22
54,Feminino,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Telecomunicação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,02/09/21
26,Masculino,Doutorado ou Phd,Química / Física,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,15/01/23
23,Masculino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,20/04/22
31,Masculino,Não tenho graduação formal,,Tecnologia/Fábrica de Software,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,12/06/21
26,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Mais de 10 anos,16000,25/11/22
33,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,22/12/22
24,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Júnior,Menos de R$ 1.000/mês,Menos de 1 ano,1000,12/04/22
25,Masculino,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,27/02/21
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 6 a 10 anos,8000,14/06/23
24,Masculino,Graduação/Bacharelado,Outras Engenharias,Varejo,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,28/11/22
21,Masculino,Não tenho graduação formal,,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,20/03/21
22,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Público,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,24/02/22
22,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Agronegócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,09/04/22
27,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,27/03/23
29,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,21/12/22
28,Feminino,Mestrado,Outras Engenharias,Outro,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,16/11/22
27,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,22/07/23
24,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 8.001/mês a R$ 12.000/mês,de 2 a 3 anos,12000,03/06/23
22,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,10/12/23
36,Masculino,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Indústria,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 1 a 2 anos,12000,03/08/22
30,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Internet/Ecommerce,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,06/01/23
31,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,16/07/21
22,Masculino,Estudante de Graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Júnior,de R$ 1.001/mês a R$ 2.000/mês,Menos de 1 ano,2000,19/11/22
29,Feminino,Pós-graduação,Outras Engenharias,Outro,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,6000,15/03/23
46,Masculino,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Área da Saúde,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 6 a 10 anos,16000,19/06/22
21,Masculino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Internet/Ecommerce,Júnior,de R$ 2.001/mês a R$ 3000/mês,de 1 a 2 anos,3000,11/05/22
31,Masculino,Pós-graduação,Outras Engenharias,Logística,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,15/10/21
30,Masculino,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 25.001/mês a R$ 30.000/mês,de 2 a 3 anos,30000,20/08/21
28,Masculino,Mestrado,Outras Engenharias,Internet/Ecommerce,Sênior,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,04/02/22
38,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Varejo,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Menos de 1 ano,12000,04/05/21
35,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,15/06/22
36,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,11/02/22
38,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 6 a 10 anos,6000,28/12/22
20,Masculino,Estudante de Graduação,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,20/09/22
24,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Sênior,de R$ 20.001/mês a R$ 25.000/mês,de 2 a 3 anos,25000,04/09/21
27,Masculino,Mestrado,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,12/11/23
22,Feminino,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Varejo,Júnior,de R$ 3.001/mês a R$ 4.000/mês,de 2 a 3 anos,4000,26/09/23
25,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Alimentício,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,12/06/23
28,Masculino,Mestrado,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,13/04/21
32,Masculino,Graduação/Bacharelado,Outras Engenharias,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,21/04/22
31,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Tecnologia/Fábrica de Software,Pleno,de R$ 6.001/mês a R$ 8.000/mês,Menos de 1 ano,8000,02/10/22
26,Masculino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Setor Alimentício,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 4 a 5 anos,6000,27/08/21
30,Masculino,Doutorado ou Phd,Química / Física,Consultoria,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,10/09/23
39,Masculino,Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação/ TI,Educação,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 6 a 10 anos,12000,31/07/23
25,Masculino,Graduação/Bacharelado,Outras Engenharias,Educação,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 1 a 2 anos,8000,26/01/23
31,Masculino,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Agronegócios,Pleno,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,21/10/23
30,Feminino,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,18/08/21
29,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,09/08/22
34,Feminino,Mestrado,Química / Física,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,01/01/23
22,Masculino,Estudante de Graduação,Outras Engenharias,Finanças ou Bancos,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,20/02/21
23,Masculino,Graduação/Bacharelado,Química / Física,Tecnologia/Fábrica de Software,Júnior,de R$ 2.001/mês a R$ 3000/mês,Menos de 1 ano,3000,27/10/22
37,Masculino,Graduação/Bacharelado,Outras Engenharias,Varejo,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,24/12/21
32,Feminino,Mestrado,Estatística/ Matemática / Matemática Computacional,Internet/Ecommerce,Sênior,de R$ 8.001/mês a R$ 12.000/mês,de 4 a 5 anos,12000,17/03/23
39,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Setor Automotivo,Sênior,de R$ 3.001/mês a R$ 4.000/mês,de 6 a 10 anos,4000,11/12/22
26,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Outro,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,16/05/22
36,Masculino,Pós-graduação,Outras Engenharias,Tecnologia/Fábrica de Software,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,20/10/22
24,Masculino,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Área da Saúde,Pleno,de R$ 12.001/mês a R$ 16.000/mês,de 4 a 5 anos,16000,16/12/21
24,Feminino,Mestrado,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Educação,Júnior,de R$ 4.001/mês a R$ 6.000/mês,de 2 a 3 anos,6000,15/11/21
30,Feminino,Pós-graduação,Outras Engenharias,Agronegócios,Pleno,de R$ 3.001/mês a R$ 4.000/mês,de 1 a 2 anos,4000,15/01/22
30,Feminino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,de R$ 30.001/mês a R$ 40.000/mês,de 6 a 10 anos,40000,07/02/22
42,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Sênior,Acima de R$ 40.001/mês,de 6 a 10 anos,45000,26/07/22
28,Masculino,Pós-graduação,Ciências Sociais,Tecnologia/Fábrica de Software,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Menos de 1 ano,4000,21/03/23
23,Feminino,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Tecnologia/Fábrica de Software,Júnior,de R$ 4.001/mês a R$ 6.000/mês,Menos de 1 ano,6000,30/09/22
24,Masculino,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Finanças ou Bancos,Pleno,de R$ 4.001/mês a R$ 6.000/mês,de 1 a 2 anos,6000,06/11/21
30,Masculino,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Internet/Ecommerce,Sênior,de R$ 6.001/mês a R$ 8.000/mês,de 2 a 3 anos,8000,12/11/22
